sample_idx,time_s,x_raw,x_g,x_m_s2,device_name,odr_hz,capture_elapsed_us
590,0.6966360566706022,-3900,-0.9516,-9.33200814,XIAO-IMU-3,3330,1000086
591,0.6978167957497049,-3914,-0.955016,-9.365507656399998,XIAO-IMU-3,3330,1000086
592,0.6989975348288077,-3933,-0.959652,-9.410971285799999,XIAO-IMU-3,3330,1000086
593,0.7001782739079103,-3989,-0.9733160000000001,-9.5449693514,XIAO-IMU-3,3330,1000086
594,0.7013590129870131,-4016,-0.979904,-9.6095755616,XIAO-IMU-3,3330,1000086
595,0.7025397520661157,-4025,-0.9821,-9.631110965,XIAO-IMU-3,3330,1000086
596,0.7037204911452185,-4185,-1.02114,-10.013962581,XIAO-IMU-3,3330,1000086
597,0.7049012302243212,-4190,-1.02236,-10.025926693999999,XIAO-IMU-3,3330,1000086
598,0.7060819693034239,-4190,-1.02236,-10.025926693999999,XIAO-IMU-3,3330,1000086
599,0.7072627083825266,-4190,-1.02236,-10.025926693999999,XIAO-IMU-3,3330,1000086
600,0.7084434474616293,-4190,-1.02236,-10.025926693999999,XIAO-IMU-3,3330,1000086
601,0.709624186540732,-4212,-1.027728,-10.078568791199999,XIAO-IMU-3,3330,1000086
602,0.7108049256198348,-4217,-1.028948,-10.0905329042,XIAO-IMU-3,3330,1000086
603,0.7119856646989375,-4185,-1.02114,-10.013962581,XIAO-IMU-3,3330,1000086
604,0.7131664037780402,-4134,-1.008696,-9.8919286284,XIAO-IMU-3,3330,1000086
605,0.714347142857143,-4124,-1.006256,-9.8680004024,XIAO-IMU-3,3330,1000086
606,0.7155278819362456,-4096,-0.999424,-9.8010013696,XIAO-IMU-3,3330,1000086
607,0.7167086210153484,-4060,-0.99064,-9.714859756,XIAO-IMU-3,3330,1000086
608,0.717889360094451,-4047,-0.987468,-9.6837530622,XIAO-IMU-3,3330,1000086
609,0.7190700991735538,-4033,-0.984052,-9.6502535458,XIAO-IMU-3,3330,1000086
610,0.7202508382526565,-3991,-0.973804,-9.549754996599999,XIAO-IMU-3,3330,1000086
611,0.7214315773317592,-3942,-0.9618479999999999,-9.432506689199998,XIAO-IMU-3,3330,1000086
612,0.7226123164108619,-3664,-0.8940159999999999,-8.7673020064,XIAO-IMU-3,3330,1000086
613,0.7237930554899646,-3643,-0.8888919999999999,-8.717052731799999,XIAO-IMU-3,3330,1000086
614,0.7249737945690674,-3584,-0.8744959999999999,-8.5758761984,XIAO-IMU-3,3330,1000086
615,0.7261545336481701,-3514,-0.857416,-8.408378616399999,XIAO-IMU-3,3330,1000086
616,0.7273352727272728,-3475,-0.8479,-8.315058534999999,XIAO-IMU-3,3330,1000086
617,0.7285160118063755,-3424,-0.835456,-8.1930245824,XIAO-IMU-3,3330,1000086
618,0.7296967508854783,-3346,-0.8164239999999999,-8.006384419599998,XIAO-IMU-3,3330,1000086
619,0.7308774899645809,-3283,-0.801052,-7.855636595799999,XIAO-IMU-3,3330,1000086
620,0.7320582290436837,-2685,-0.65514,-6.4247286809999995,XIAO-IMU-3,3330,1000086
621,0.7332389681227863,-2630,-0.6417200000000001,-6.293123438,XIAO-IMU-3,3330,1000086
622,0.7344197072018891,-2555,-0.62342,-6.113661743,XIAO-IMU-3,3330,1000086
623,0.7356004462809917,-2449,-0.5975560000000001,-5.860022547400001,XIAO-IMU-3,3330,1000086
624,0.7367811853600945,-2388,-0.5826720000000001,-5.7140603688,XIAO-IMU-3,3330,1000086
625,0.7379619244391973,-2338,-0.570472,-5.5944192388,XIAO-IMU-3,3330,1000086
626,0.7391426635182999,-2270,-0.55388,-5.431707302,XIAO-IMU-3,3330,1000086
627,0.7403234025974027,-2161,-0.527284,-5.170889638599999,XIAO-IMU-3,3330,1000086
628,0.7415041416765054,-1683,-0.41065199999999996,-4.0271204358,XIAO-IMU-3,3330,1000086
629,0.7426848807556081,-1599,-0.390156,-3.8261233374,XIAO-IMU-3,3330,1000086
630,0.7438656198347108,-1520,-0.37088,-3.6370903519999995,XIAO-IMU-3,3330,1000086
631,0.7450463589138135,-1462,-0.356728,-3.4983066411999997,XIAO-IMU-3,3330,1000086
632,0.7462270979929162,-1359,-0.331596,-3.2518459134,XIAO-IMU-3,3330,1000086
633,0.747407837072019,-1285,-0.31354000000000004,-3.0747770410000004,XIAO-IMU-3,3330,1000086
634,0.7485885761511216,-1213,-0.29597199999999996,-2.9024938137999996,XIAO-IMU-3,3330,1000086
635,0.7497693152302244,-450,-0.1098,-1.0767701699999999,XIAO-IMU-3,3330,1000086
636,0.7509500543093272,-374,-0.091256,-0.8949156524,XIAO-IMU-3,3330,1000086
637,0.7521307933884298,-256,-0.062464,-0.6125625856,XIAO-IMU-3,3330,1000086
638,0.7533115324675326,-180,-0.04392,-0.430708068,XIAO-IMU-3,3330,1000086
639,0.7544922715466352,-103,-0.025131999999999998,-0.24646072779999997,XIAO-IMU-3,3330,1000086
640,0.755673010625738,18,0.004391999999999999,0.04307080679999999,XIAO-IMU-3,3330,1000086
641,0.7568537497048407,77,0.018788,0.18424734019999997,XIAO-IMU-3,3330,1000086
642,0.7580344887839434,174,0.042455999999999994,0.41635113239999993,XIAO-IMU-3,3330,1000086
643,0.7592152278630461,606,0.147864,1.4500504955999998,XIAO-IMU-3,3330,1000086
644,0.7603959669421488,688,0.167872,1.6462619487999999,XIAO-IMU-3,3330,1000086
645,0.7615767060212515,798,0.194712,1.9094724347999998,XIAO-IMU-3,3330,1000086
646,0.7627574451003543,855,0.20862,2.045863323,XIAO-IMU-3,3330,1000086
647,0.763938184179457,917,0.223748,2.1942183242,XIAO-IMU-3,3330,1000086
648,0.7651189232585597,986,0.240584,2.3593230835999996,XIAO-IMU-3,3330,1000086
649,0.7662996623376624,1048,0.255712,2.5076780847999998,XIAO-IMU-3,3330,1000086
650,0.7674804014167651,1116,0.272304,2.6703900216,XIAO-IMU-3,3330,1000086
651,0.7686611404958679,1497,0.365268,3.5820554322,XIAO-IMU-3,3330,1000086
652,0.7698418795749705,1556,0.379664,3.7232319655999997,XIAO-IMU-3,3330,1000086
653,0.7710226186540733,1565,0.38186000000000003,3.7447673690000003,XIAO-IMU-3,3330,1000086
654,0.7722033577331759,1624,0.396256,3.8859439023999998,XIAO-IMU-3,3330,1000086
655,0.7733840968122787,1661,0.405284,3.9744783385999995,XIAO-IMU-3,3330,1000086
656,0.7745648358913814,1704,0.41577600000000003,4.0773697104,XIAO-IMU-3,3330,1000086
657,0.7757455749704841,1749,0.42675599999999997,4.1850467274,XIAO-IMU-3,3330,1000086
658,0.7769263140495869,1766,0.430904,4.2257247116,XIAO-IMU-3,3330,1000086
659,0.7781070531286896,2038,0.497272,4.876572458799999,XIAO-IMU-3,3330,1000086
660,0.7792877922077923,2049,0.499956,4.9028935074,XIAO-IMU-3,3330,1000086
661,0.780468531286895,2049,0.499956,4.9028935074,XIAO-IMU-3,3330,1000086
662,0.7816492703659977,2071,0.505324,4.9555356046,XIAO-IMU-3,3330,1000086
663,0.7828300094451004,2073,0.505812,4.9603212498,XIAO-IMU-3,3330,1000086
664,0.7840107485242032,2054,0.501176,4.914857620399999,XIAO-IMU-3,3330,1000086
665,0.7851914876033058,2055,0.50142,4.9172504429999995,XIAO-IMU-3,3330,1000086
666,0.7863722266824086,2062,0.503128,4.9340002012,XIAO-IMU-3,3330,1000086
667,0.7875529657615112,2114,0.515816,5.0584269764,XIAO-IMU-3,3330,1000086
668,0.788733704840614,2118,0.516792,5.0679982668,XIAO-IMU-3,3330,1000086
669,0.7899144439197168,2110,0.5148400000000001,5.0488556860000005,XIAO-IMU-3,3330,1000086
670,0.7910951829988194,2102,0.512888,5.0297131052,XIAO-IMU-3,3330,1000086
671,0.7922759220779222,2091,0.510204,5.003392056599999,XIAO-IMU-3,3330,1000086
672,0.7934566611570248,2073,0.505812,4.9603212498,XIAO-IMU-3,3330,1000086
673,0.7946374002361276,2050,0.5002,4.905286329999999,XIAO-IMU-3,3330,1000086
674,0.7958181393152303,2073,0.505812,4.9603212498,XIAO-IMU-3,3330,1000086
675,0.796998878394333,1943,0.47409199999999996,4.649254311799999,XIAO-IMU-3,3330,1000086
676,0.7981796174734357,1917,0.467748,4.5870409242,XIAO-IMU-3,3330,1000086
677,0.7993603565525385,1894,0.462136,4.5320060043999995,XIAO-IMU-3,3330,1000086
678,0.8005410956316411,1874,0.457256,4.4841495524,XIAO-IMU-3,3330,1000086
679,0.8017218347107439,1882,0.45920799999999995,4.5032921331999995,XIAO-IMU-3,3330,1000086
680,0.8029025737898466,1827,0.445788,4.3716868902,XIAO-IMU-3,3330,1000086
681,0.8040833128689493,1808,0.441152,4.3262232608,XIAO-IMU-3,3330,1000086
682,0.8052640519480521,1817,0.443348,4.3477586642,XIAO-IMU-3,3330,1000086
683,0.8064447910271547,1636,0.399184,3.9146577735999997,XIAO-IMU-3,3330,1000086
684,0.8076255301062575,1621,0.395524,3.8787654345999996,XIAO-IMU-3,3330,1000086
685,0.8088062691853601,1611,0.393084,3.8548372086,XIAO-IMU-3,3330,1000086
686,0.8099870082644629,1599,0.390156,3.8261233374,XIAO-IMU-3,3330,1000086
687,0.8111677473435656,1569,0.382836,3.7543386593999997,XIAO-IMU-3,3330,1000086
688,0.8123484864226683,1567,0.382348,3.7495530142,XIAO-IMU-3,3330,1000086
689,0.813529225501771,1547,0.377468,3.7016965622,XIAO-IMU-3,3330,1000086
690,0.8147099645808737,1540,0.37576,3.6849468039999995,XIAO-IMU-3,3330,1000086
691,0.8158907036599765,1483,0.36185199999999995,3.5485559157999993,XIAO-IMU-3,3330,1000086
692,0.8170714427390792,1466,0.357704,3.5078779316,XIAO-IMU-3,3330,1000086
693,0.8182521818181819,1468,0.358192,3.5126635768,XIAO-IMU-3,3330,1000086
694,0.8194329208972846,1479,0.360876,3.5389846253999995,XIAO-IMU-3,3330,1000086
695,0.8206136599763874,1465,0.35746,3.505485109,XIAO-IMU-3,3330,1000086
696,0.82179439905549,1454,0.35477600000000004,3.4791640604,XIAO-IMU-3,3330,1000086
697,0.8229751381345928,1468,0.358192,3.5126635768,XIAO-IMU-3,3330,1000086
698,0.8241558772136954,1400,0.34159999999999996,3.3499516399999996,XIAO-IMU-3,3330,1000086
699,0.8253366162927982,1377,0.335988,3.2949167202,XIAO-IMU-3,3330,1000086
700,0.8265173553719009,1377,0.335988,3.2949167202,XIAO-IMU-3,3330,1000086
701,0.8276980944510036,1336,0.325984,3.1968109935999998,XIAO-IMU-3,3330,1000086
702,0.8288788335301064,1341,0.327204,3.2087751065999996,XIAO-IMU-3,3330,1000086
703,0.830059572609209,1324,0.323056,3.1680971224,XIAO-IMU-3,3330,1000086
704,0.8312403116883118,1303,0.317932,3.1178478478,XIAO-IMU-3,3330,1000086
705,0.8324210507674145,1301,0.317444,3.1130622025999997,XIAO-IMU-3,3330,1000086
706,0.8336017898465172,1222,0.298168,2.9240292171999998,XIAO-IMU-3,3330,1000086
707,0.8347825289256199,1184,0.28889600000000004,2.8331019584000003,XIAO-IMU-3,3330,1000086
708,0.8359632680047226,1170,0.28548,2.799602442,XIAO-IMU-3,3330,1000086
709,0.8371440070838253,1178,0.287432,2.8187450228,XIAO-IMU-3,3330,1000086
710,0.8383247461629281,1175,0.2867,2.8115665549999997,XIAO-IMU-3,3330,1000086
711,0.8395054852420307,1144,0.27913599999999994,2.7373890543999995,XIAO-IMU-3,3330,1000086
712,0.8406862243211335,1154,0.28157600000000005,2.7613172804,XIAO-IMU-3,3330,1000086
713,0.8418669634002363,1123,0.274012,2.6871397797999994,XIAO-IMU-3,3330,1000086
714,0.8430477024793389,1007,0.245708,2.4095723582,XIAO-IMU-3,3330,1000086
715,0.8442284415584417,984,0.240096,2.3545374384,XIAO-IMU-3,3330,1000086
716,0.8454091806375443,936,0.22838399999999998,2.2396819535999994,XIAO-IMU-3,3330,1000086
717,0.8465899197166471,916,0.22350399999999998,2.1918255016,XIAO-IMU-3,3330,1000086
718,0.8477706587957498,882,0.215208,2.1104695332,XIAO-IMU-3,3330,1000086
719,0.8489513978748525,850,0.2074,2.03389921,XIAO-IMU-3,3330,1000086
720,0.8501321369539552,802,0.195688,1.9190437251999999,XIAO-IMU-3,3330,1000086
721,0.8513128760330579,805,0.19641999999999998,1.9262221929999996,XIAO-IMU-3,3330,1000086
722,0.8524936151121606,486,0.11858400000000001,1.1629117836,XIAO-IMU-3,3330,1000086
723,0.8536743541912634,442,0.107848,1.0576275892,XIAO-IMU-3,3330,1000086
724,0.8548550932703661,402,0.098088,0.9619146851999999,XIAO-IMU-3,3330,1000086
725,0.8560358323494688,356,0.08686400000000001,0.8518448456000001,XIAO-IMU-3,3330,1000086
726,0.8572165714285715,271,0.06612399999999999,0.6484549245999999,XIAO-IMU-3,3330,1000086
727,0.8583973105076742,240,0.05856,0.5742774239999999,XIAO-IMU-3,3330,1000086
728,0.859578049586777,183,0.044652000000000004,0.43788653580000003,XIAO-IMU-3,3330,1000086
729,0.8607587886658796,-81,-0.019764,-0.19381863059999999,XIAO-IMU-3,3330,1000086
730,0.8619395277449824,-125,-0.0305,-0.29910282499999996,XIAO-IMU-3,3330,1000086
731,0.863120266824085,-212,-0.051728,-0.5072783912,XIAO-IMU-3,3330,1000086
732,0.8643010059031878,-280,-0.06831999999999999,-0.6699903279999999,XIAO-IMU-3,3330,1000086
733,0.8654817449822905,-336,-0.081984,-0.8039883936,XIAO-IMU-3,3330,1000086
734,0.8666624840613932,-408,-0.09955199999999999,-0.9762716207999999,XIAO-IMU-3,3330,1000086
735,0.867843223140496,-456,-0.111264,-1.0911271056,XIAO-IMU-3,3330,1000086
736,0.8690239622195987,-512,-0.124928,-1.2251251712,XIAO-IMU-3,3330,1000086
737,0.8702047012987014,-764,-0.186416,-1.8281164663999998,XIAO-IMU-3,3330,1000086
738,0.8713854403778041,-804,-0.196176,-1.9238293703999998,XIAO-IMU-3,3330,1000086
739,0.8725661794569068,-852,-0.20788800000000002,-2.0386848552,XIAO-IMU-3,3330,1000086
740,0.8737469185360095,-883,-0.215452,-2.1128623558,XIAO-IMU-3,3330,1000086
741,0.8749276576151123,-911,-0.22228399999999998,-2.1798613885999996,XIAO-IMU-3,3330,1000086
742,0.8761083966942149,-928,-0.226432,-2.2205393728,XIAO-IMU-3,3330,1000086
743,0.8772891357733177,-955,-0.23301999999999998,-2.285145583,XIAO-IMU-3,3330,1000086
744,0.8784698748524203,-969,-0.236436,-2.3186450994,XIAO-IMU-3,3330,1000086
745,0.8796506139315231,-925,-0.22569999999999998,-2.2133609049999996,XIAO-IMU-3,3330,1000086
746,0.8808313530106259,-923,-0.225212,-2.2085752598,XIAO-IMU-3,3330,1000086
747,0.8820120920897285,-872,-0.212768,-2.0865413072,XIAO-IMU-3,3330,1000086
748,0.8831928311688313,-843,-0.205692,-2.0171494518,XIAO-IMU-3,3330,1000086
749,0.884373570247934,-807,-0.196908,-1.9310078382,XIAO-IMU-3,3330,1000086
750,0.8855543093270367,-795,-0.19397999999999999,-1.9022939669999996,XIAO-IMU-3,3330,1000086
751,0.8867350484061394,-757,-0.184708,-1.8113667082,XIAO-IMU-3,3330,1000086
752,0.8879157874852421,-749,-0.182756,-1.7922241274,XIAO-IMU-3,3330,1000086
753,0.8890965265643448,-546,-0.13322399999999998,-1.3064811395999998,XIAO-IMU-3,3330,1000086
754,0.8902772656434476,-476,-0.116144,-1.1389835575999998,XIAO-IMU-3,3330,1000086
755,0.8914580047225502,-460,-0.11223999999999999,-1.1006983959999999,XIAO-IMU-3,3330,1000086
756,0.892638743801653,-433,-0.105652,-1.0360921857999998,XIAO-IMU-3,3330,1000086
757,0.8938194828807557,-398,-0.09711199999999999,-0.9523433947999999,XIAO-IMU-3,3330,1000086
758,0.8950002219598584,-363,-0.088572,-0.8685946038,XIAO-IMU-3,3330,1000086
759,0.8961809610389612,-327,-0.079788,-0.7824529901999999,XIAO-IMU-3,3330,1000086
760,0.8973617001180638,-304,-0.074176,-0.7274180704000001,XIAO-IMU-3,3330,1000086
761,0.8985424391971666,155,0.03782,0.37088750299999995,XIAO-IMU-3,3330,1000086
762,0.8997231782762692,208,0.050752,0.49770710079999997,XIAO-IMU-3,3330,1000086
763,0.900903917355372,294,0.07173600000000001,0.7034898444000001,XIAO-IMU-3,3330,1000086
764,0.9020846564344747,312,0.076128,0.7465606511999999,XIAO-IMU-3,3330,1000086
765,0.9032653955135774,366,0.08930400000000001,0.8757730716000001,XIAO-IMU-3,3330,1000086
766,0.9044461345926801,443,0.108092,1.0600204117999998,XIAO-IMU-3,3330,1000086
767,0.9056268736717829,500,0.122,1.1964112999999998,XIAO-IMU-3,3330,1000086
768,0.9068076127508855,527,0.12858799999999998,1.2610175101999996,XIAO-IMU-3,3330,1000086
769,0.9079883518299883,711,0.173484,1.7012968685999998,XIAO-IMU-3,3330,1000086
770,0.909169090909091,742,0.18104800000000001,1.7754743692000001,XIAO-IMU-3,3330,1000086
771,0.9103498299881937,756,0.184464,1.8089738855999997,XIAO-IMU-3,3330,1000086
772,0.9115305690672965,780,0.19032,1.8664016279999998,XIAO-IMU-3,3330,1000086
773,0.9127113081463991,835,0.20374,1.9980068709999999,XIAO-IMU-3,3330,1000086
774,0.9138920472255019,881,0.214964,2.1080767106,XIAO-IMU-3,3330,1000086
775,0.9150727863046045,905,0.22082,2.1655044529999996,XIAO-IMU-3,3330,1000086
776,0.9162535253837073,964,0.235216,2.3066809864,XIAO-IMU-3,3330,1000086
777,0.91743426446281,1196,0.29182400000000003,2.8618158296000002,XIAO-IMU-3,3330,1000086
778,0.9186150035419127,1297,0.316468,3.1034909122000003,XIAO-IMU-3,3330,1000086
779,0.9197957426210154,1327,0.323788,3.1752755902,XIAO-IMU-3,3330,1000086
780,0.9209764817001181,1364,0.332816,3.2638100264,XIAO-IMU-3,3330,1000086
781,0.9221572207792209,1424,0.34745600000000004,3.4073793824000003,XIAO-IMU-3,3330,1000086
782,0.9233379598583236,1493,0.36429199999999995,3.5724841417999995,XIAO-IMU-3,3330,1000086
783,0.9245186989374263,1571,0.383324,3.7591243046,XIAO-IMU-3,3330,1000086
784,0.925699438016529,2022,0.493368,4.838287297199999,XIAO-IMU-3,3330,1000086
785,0.9268801770956318,2074,0.506056,4.962714072399999,XIAO-IMU-3,3330,1000086
786,0.9280609161747344,2163,0.5277719999999999,5.175675283799999,XIAO-IMU-3,3330,1000086
787,0.9292416552538372,2207,0.538508,5.2809594782,XIAO-IMU-3,3330,1000086
788,0.9304223943329398,2270,0.55388,5.431707302,XIAO-IMU-3,3330,1000086
789,0.9316031334120426,2335,0.56974,5.587240771,XIAO-IMU-3,3330,1000086
790,0.9327838724911452,2424,0.591456,5.800201982399999,XIAO-IMU-3,3330,1000086
791,0.933964611570248,2467,0.6019479999999999,5.903093354199999,XIAO-IMU-3,3330,1000086
792,0.9351453506493508,3080,0.75152,7.369893607999999,XIAO-IMU-3,3330,1000086
793,0.9363260897284534,3116,0.760304,7.4560352216,XIAO-IMU-3,3330,1000086
794,0.9375068288075562,3165,0.77226,7.573283528999999,XIAO-IMU-3,3330,1000086
795,0.9386875678866589,3210,0.78324,7.680960546,XIAO-IMU-3,3330,1000086
796,0.9398683069657616,3289,0.802516,7.8699935314,XIAO-IMU-3,3330,1000086
797,0.9410490460448643,3337,0.814228,7.984849016199999,XIAO-IMU-3,3330,1000086
798,0.942229785123967,3369,0.822036,8.061419339399999,XIAO-IMU-3,3330,1000086
799,0.9434105242030697,3398,0.829112,8.1308111948,XIAO-IMU-3,3330,1000086
800,0.9445912632821725,3614,0.881816,8.6476608764,XIAO-IMU-3,3330,1000086
801,0.9457720023612751,3620,0.88328,8.662017811999998,XIAO-IMU-3,3330,1000086
802,0.9469527414403779,3636,0.887184,8.7003029736,XIAO-IMU-3,3330,1000086
803,0.9481334805194807,3636,0.887184,8.7003029736,XIAO-IMU-3,3330,1000086
804,0.9493142195985833,3650,0.8906000000000001,8.73380249,XIAO-IMU-3,3330,1000086
805,0.9504949586776861,3639,0.8879159999999999,8.707481441399999,XIAO-IMU-3,3330,1000086
806,0.9516756977567887,3619,0.8830359999999999,8.6596249894,XIAO-IMU-3,3330,1000086
807,0.9528564368358915,3616,0.882304,8.6524465216,XIAO-IMU-3,3330,1000086
808,0.9540371759149942,3565,0.86986,8.530412569,XIAO-IMU-3,3330,1000086
809,0.9552179149940969,3522,0.8593679999999999,8.427521197199999,XIAO-IMU-3,3330,1000086
810,0.9563986540731996,3532,0.861808,8.4514494232,XIAO-IMU-3,3330,1000086
811,0.9575793931523023,3524,0.859856,8.4323068424,XIAO-IMU-3,3330,1000086
812,0.958760132231405,3500,0.854,8.3748791,XIAO-IMU-3,3330,1000086
813,0.9599408713105078,3478,0.8486319999999999,8.3222370028,XIAO-IMU-3,3330,1000086
814,0.9611216103896105,3465,0.84546,8.291130309,XIAO-IMU-3,3330,1000086
815,0.9623023494687132,3449,0.841556,8.252845147399999,XIAO-IMU-3,3330,1000086
816,0.963483088547816,3204,0.7817759999999999,7.666603610399998,XIAO-IMU-3,3330,1000086
817,0.9646638276269186,3169,0.773236,7.5828548194,XIAO-IMU-3,3330,1000086
818,0.9658445667060214,3133,0.764452,7.4967132058,XIAO-IMU-3,3330,1000086
819,0.967025305785124,3085,0.75274,7.381857720999999,XIAO-IMU-3,3330,1000086
820,0.9682060448642268,3043,0.7424919999999999,7.281359171799999,XIAO-IMU-3,3330,1000086
821,0.9693867839433294,3005,0.73322,7.190431912999999,XIAO-IMU-3,3330,1000086
822,0.9705675230224322,2961,0.722484,7.0851477186,XIAO-IMU-3,3330,1000086
823,0.9717482621015349,2901,0.7078439999999999,6.941578362599999,XIAO-IMU-3,3330,1000086
824,0.9729290011806376,2662,0.649528,6.3696937612,XIAO-IMU-3,3330,1000086
825,0.9741097402597404,2610,0.6368400000000001,6.245266986000001,XIAO-IMU-3,3330,1000086
826,0.975290479338843,2604,0.6353759999999999,6.2309100503999995,XIAO-IMU-3,3330,1000086
827,0.9764712184179458,2549,0.6219560000000001,6.0993048074,XIAO-IMU-3,3330,1000086
828,0.9776519574970485,2500,0.61,5.9820565,XIAO-IMU-3,3330,1000086
829,0.9788326965761512,2486,0.6065839999999999,5.948556983599999,XIAO-IMU-3,3330,1000086
830,0.9800134356552539,2450,0.5978,5.86241537,XIAO-IMU-3,3330,1000086
831,0.9811941747343567,2105,0.51362,5.036891572999999,XIAO-IMU-3,3330,1000086
832,0.9823749138134593,2069,0.5048360000000001,4.9507499594,XIAO-IMU-3,3330,1000086
833,0.9835556528925621,2016,0.491904,4.8239303615999996,XIAO-IMU-3,3330,1000086
834,0.9847363919716647,1993,0.48629199999999995,4.768895441799999,XIAO-IMU-3,3330,1000086
835,0.9859171310507675,1934,0.47189600000000004,4.6277189084,XIAO-IMU-3,3330,1000086
836,0.9870978701298703,1862,0.45432799999999995,4.455435681199999,XIAO-IMU-3,3330,1000086
837,0.9882786092089729,1837,0.448228,4.3956151162,XIAO-IMU-3,3330,1000086
838,0.9894593482880757,1778,0.433832,4.2544385828,XIAO-IMU-3,3330,1000086
839,0.9906400873671783,1488,0.363072,3.5605200288,XIAO-IMU-3,3330,1000086
840,0.9918208264462811,1435,0.35014,3.4337004309999997,XIAO-IMU-3,3330,1000086
841,0.9930015655253838,1382,0.33720799999999995,3.3068808331999993,XIAO-IMU-3,3330,1000086
842,0.9941823046044865,1354,0.330376,3.2398818003999996,XIAO-IMU-3,3330,1000086
843,0.9953630436835892,1313,0.320372,3.1417760737999996,XIAO-IMU-3,3330,1000086
844,0.996543782762692,1234,0.30109600000000003,2.9527430884,XIAO-IMU-3,3330,1000086
845,0.9977245218417946,1221,0.29792399999999997,2.9216363945999997,XIAO-IMU-3,3330,1000086
846,0.9989052609208974,1171,0.285724,2.8019952645999995,XIAO-IMU-3,3330,1000086
